user,employee_name,department,usb_count,gece_email,night_activity,gece_dosya_islemi,ultimate_risk_skoru
MCT0720,Personel_MCT0720,Bilişim / Finans,0.0,0.0,346,0.0,0.55
AMW0392,Personel_AMW0392,Bilişim / Finans,0.0,74.0,900,0.0,0.28
ARA0252,Personel_ARA0252,Bilişim / Finans,0.0,24.0,346,0.0,17.55
FHS0837,Personel_FHS0837,Bilişim / Finans,0.0,0.0,692,0.0,0.04
DFR0218,Personel_DFR0218,Bilişim / Finans,0.0,52.0,2119,0.0,0.14
CIM0271,Personel_CIM0271,Bilişim / Finans,292.0,81.0,361,90.0,11.94
CHM0821,Personel_CHM0821,Bilişim / Finans,116.0,15.0,873,74.0,1.39
NRO0768,Personel_NRO0768,Bilişim / Finans,0.0,8.0,322,0.0,0.24
HJB0742,Personel_HJB0742,Bilişim / Finans,12.0,118.0,254,0.0,99.49
AOB0019,Personel_AOB0019,Bilişim / Finans,0.0,32.0,530,0.0,1.01
MHA0798,Personel_MHA0798,Bilişim / Finans,0.0,0.0,346,0.0,0.32
TPH0474,Personel_TPH0474,Bilişim / Finans,0.0,0.0,556,0.0,0.21
LAP0338,Personel_LAP0338,Bilişim / Finans,0.0,12.0,978,0.0,0.09
KLH0596,Personel_KLH0596,Bilişim / Finans,38.0,2.0,588,0.0,99.3
TEB0251,Personel_TEB0251,Bilişim / Finans,0.0,29.0,358,0.0,0.29
EIM0156,Personel_EIM0156,Bilişim / Finans,0.0,226.0,346,0.0,0.2
LHL0309,Personel_LHL0309,Bilişim / Finans,0.0,85.0,346,0.0,2.03
CEB0210,Personel_CEB0210,Bilişim / Finans,0.0,109.0,346,0.0,3.5
CXC0336,Personel_CXC0336,Bilişim / Finans,0.0,12.0,692,0.0,0.07
LCC0819,Personel_LCC0819,Bilişim / Finans,161.0,0.0,314,19.0,99.54
KAL0395,Personel_KAL0395,Bilişim / Finans,0.0,68.0,692,0.0,0.11
SMB0804,Personel_SMB0804,Bilişim / Finans,0.0,0.0,346,0.0,19.13
JKB0126,Personel_JKB0126,Bilişim / Finans,0.0,0.0,691,0.0,0.05
TDG0962,Personel_TDG0962,Bilişim / Finans,0.0,9.0,380,0.0,0.98
OKB0439,Personel_OKB0439,Bilişim / Finans,0.0,152.0,346,0.0,3.13
TSG0906,Personel_TSG0906,Bilişim / Finans,0.0,45.0,346,0.0,0.36
BMG0917,Personel_BMG0917,Bilişim / Finans,1148.0,7.0,734,455.0,0.14
EBC0390,Personel_EBC0390,Bilişim / Finans,0.0,0.0,346,0.0,2.07
AMH0464,Personel_AMH0464,Bilişim / Finans,0.0,5.0,521,0.0,0.73
AKW0167,Personel_AKW0167,Bilişim / Finans,0.0,35.0,346,0.0,3.72
VEB0935,Personel_VEB0935,Bilişim / Finans,0.0,0.0,346,0.0,1.15
JKF0465,Personel_JKF0465,Bilişim / Finans,0.0,5.0,658,0.0,0.06
CCL0068,Personel_CCL0068,Bilişim / Finans,117.0,40.0,442,31.0,97.97
ATE0869,Personel_ATE0869,Bilişim / Finans,54.0,582.0,526,29.0,0.01
ASM0575,Personel_ASM0575,Bilişim / Finans,0.0,18.0,692,0.0,0.05
OYM0026,Personel_OYM0026,Bilişim / Finans,0.0,11.0,355,0.0,6.49
AAS0442,Personel_AAS0442,Bilişim / Finans,0.0,13.0,50,0.0,1.57
CJG0470,Personel_CJG0470,Bilişim / Finans,0.0,0.0,576,0.0,0.25
HBO0413,Personel_HBO0413,Bilişim / Finans,142.0,0.0,510,45.0,97.92
WDO0870,Personel_WDO0870,Bilişim / Finans,0.0,119.0,526,0.0,0.04
HAD0246,Personel_HAD0246,Bilişim / Finans,60.0,24.0,697,19.0,23.93
CCW0524,Personel_CCW0524,Bilişim / Finans,0.0,38.0,166,0.0,1.67
TJB0302,Personel_TJB0302,Bilişim / Finans,0.0,3.0,409,0.0,0.76
DFH0188,Personel_DFH0188,Bilişim / Finans,163.0,4.0,784,375.0,0.0
IHK0841,Personel_IHK0841,Bilişim / Finans,0.0,0.0,692,0.0,0.05
PID0426,Personel_PID0426,Bilişim / Finans,0.0,114.0,510,0.0,0.02
CQH0730,Personel_CQH0730,Bilişim / Finans,0.0,20.0,346,0.0,2.25
WIQ0567,Personel_WIQ0567,Bilişim / Finans,6.0,186.0,475,120.0,0.0
AJN0607,Personel_AJN0607,Bilişim / Finans,251.0,424.0,367,56.0,0.0
MNC0717,Personel_MNC0717,Bilişim / Finans,0.0,9.0,397,0.0,0.95
WTF0387,Personel_WTF0387,Bilişim / Finans,0.0,177.0,346,0.0,0.51
TDJ0998,Personel_TDJ0998,Bilişim / Finans,0.0,47.0,692,0.0,24.42
AMD0077,Personel_AMD0077,Bilişim / Finans,0.0,139.0,346,0.0,0.02
EGK0893,Personel_EGK0893,Bilişim / Finans,0.0,15.0,346,0.0,0.2
FTM0406,Personel_FTM0406,Bilişim / Finans,36.0,0.0,385,1.0,99.62
XHW0498,Personel_XHW0498,Bilişim / Finans,68.0,191.0,195,29.0,99.01
KSP0966,Personel_KSP0966,Bilişim / Finans,0.0,0.0,346,0.0,0.35
TIW0299,Personel_TIW0299,Bilişim / Finans,0.0,5.0,349,0.0,1.02
PSF0133,Personel_PSF0133,Bilişim / Finans,8.0,0.0,207,27.0,96.57
DTP0379,Personel_DTP0379,Bilişim / Finans,0.0,225.0,365,0.0,0.09
NAH0503,Personel_NAH0503,Bilişim / Finans,0.0,313.0,464,0.0,0.01
VSA0230,Personel_VSA0230,Bilişim / Finans,34.0,114.0,652,27.0,0.55
NBH0256,Personel_NBH0256,Bilişim / Finans,0.0,84.0,346,0.0,3.79
KNB0022,Personel_KNB0022,Bilişim / Finans,0.0,166.0,346,0.0,0.62
HAH0760,Personel_HAH0760,Bilişim / Finans,95.0,26.0,346,129.0,0.0
EWH0191,Personel_EWH0191,Bilişim / Finans,0.0,235.0,346,0.0,1.82
RTO0313,Personel_RTO0313,Bilişim / Finans,0.0,213.0,487,0.0,0.0
JJM0203,Personel_JJM0203,Bilişim / Finans,172.0,118.0,245,26.0,99.25
SAT0194,Personel_SAT0194,Bilişim / Finans,0.0,122.0,692,0.0,5.1
OMS0101,Personel_OMS0101,Bilişim / Finans,0.0,117.0,346,0.0,3.62
FSC0601,Personel_FSC0601,Bilişim / Finans,115.0,114.0,315,46.0,71.46
JLM0364,Personel_JLM0364,Bilişim / Finans,2.0,53.0,2078,1.0,99.75
ICH0294,Personel_ICH0294,Bilişim / Finans,6.0,22.0,347,145.0,0.0
ABC0253,Personel_ABC0253,Bilişim / Finans,0.0,23.0,346,0.0,0.22
CQW0652,Personel_CQW0652,Bilişim / Finans,346.0,0.0,327,38.0,93.62
FMG0527,Personel_FMG0527,Bilişim / Finans,24.0,40.0,128,0.0,99.14
MSH0040,Personel_MSH0040,Bilişim / Finans,0.0,128.0,1655,0.0,0.16
ORG0339,Personel_ORG0339,Bilişim / Finans,0.0,14.0,692,0.0,0.05
AES0827,Personel_AES0827,Bilişim / Finans,0.0,0.0,692,0.0,0.04
GRC0145,Personel_GRC0145,Bilişim / Finans,0.0,282.0,346,0.0,0.74
CMB0912,Personel_CMB0912,Bilişim / Finans,0.0,354.0,514,0.0,0.02
DSM0591,Personel_DSM0591,Bilişim / Finans,0.0,0.0,692,0.0,0.04
HSD0457,Personel_HSD0457,Bilişim / Finans,0.0,3.0,544,0.0,0.42
NAR0981,Personel_NAR0981,Bilişim / Finans,0.0,357.0,358,0.0,0.02
MLD0755,Personel_MLD0755,Bilişim / Finans,0.0,277.0,346,0.0,0.03
SSS0345,Personel_SSS0345,Bilişim / Finans,0.0,0.0,692,0.0,0.05
JCV0245,Personel_JCV0245,Bilişim / Finans,0.0,11.0,346,0.0,17.84
FHO0630,Personel_FHO0630,Bilişim / Finans,0.0,465.0,346,0.0,0.04
LUR0896,Personel_LUR0896,Bilişim / Finans,0.0,11.0,422,0.0,0.55
BJM0111,Personel_BJM0111,Bilişim / Finans,164.0,43.0,516,459.0,0.0
KWE0082,Personel_KWE0082,Bilişim / Finans,162.0,33.0,346,139.0,0.44
EHD0584,Personel_EHD0584,Bilişim / Finans,14.0,13.0,448,0.0,98.99
RVC0232,Personel_RVC0232,Bilişim / Finans,0.0,67.0,692,0.0,0.08
HSG0818,Personel_HSG0818,Bilişim / Finans,0.0,75.0,692,0.0,0.17
RYB0718,Personel_RYB0718,Bilişim / Finans,0.0,8.0,346,0.0,0.75
JZD0888,Personel_JZD0888,Bilişim / Finans,0.0,0.0,346,0.0,0.19
TET0621,Personel_TET0621,Bilişim / Finans,0.0,457.0,390,0.0,0.0
NNS0059,Personel_NNS0059,Bilişim / Finans,0.0,156.0,692,0.0,0.01
KMB0922,Personel_KMB0922,Bilişim / Finans,131.0,86.0,871,72.0,2.91
SGG0787,Personel_SGG0787,Bilişim / Finans,0.0,286.0,692,0.0,0.02
AGB0643,Personel_AGB0643,Bilişim / Finans,0.0,41.0,346,0.0,0.29
LOM0086,Personel_LOM0086,Bilişim / Finans,95.0,25.0,144,22.0,99.24
AJD0074,Personel_AJD0074,Bilişim / Finans,87.0,291.0,435,17.0,0.32
CFM0767,Personel_CFM0767,Bilişim / Finans,44.0,15.0,438,49.0,56.35
LDD0560,Personel_LDD0560,Bilişim / Finans,0.0,4.0,50,0.0,0.51
ALD0544,Personel_ALD0544,Bilişim / Finans,0.0,194.0,531,0.0,0.02
JMD0520,Personel_JMD0520,Bilişim / Finans,21.0,46.0,232,130.0,0.0
LPC0492,Personel_LPC0492,Bilişim / Finans,0.0,130.0,350,0.0,0.56
VTT0385,Personel_VTT0385,Bilişim / Finans,682.0,100.0,392,22.0,0.21
UCH0519,Personel_UCH0519,Bilişim / Finans,0.0,11.0,125,0.0,0.61
CAS0507,Personel_CAS0507,Bilişim / Finans,3.0,72.0,181,378.0,0.0
ASS0206,Personel_ASS0206,Bilişim / Finans,0.0,0.0,346,0.0,0.2
OSH0655,Personel_OSH0655,Bilişim / Finans,0.0,37.0,346,0.0,0.3
MJS0890,Personel_MJS0890,Bilişim / Finans,0.0,92.0,346,0.0,0.74
DCH0843,Personel_DCH0843,Bilişim / Finans,46.0,2.0,588,2.0,99.3
COM0321,Personel_COM0321,Bilişim / Finans,0.0,0.0,346,0.0,0.9
AGB0186,Personel_AGB0186,Bilişim / Finans,0.0,0.0,692,0.0,0.07
DBW0483,Personel_DBW0483,Bilişim / Finans,0.0,96.0,345,0.0,1.68
MKS0204,Personel_MKS0204,Bilişim / Finans,0.0,67.0,346,0.0,0.3
XAA0104,Personel_XAA0104,Bilişim / Finans,53.0,172.0,347,27.0,21.96
BTR0403,Personel_BTR0403,Bilişim / Finans,124.0,78.0,798,43.0,44.53
THR0873,Personel_THR0873,Bilişim / Finans,722.0,393.0,398,493.0,0.0
MDM0976,Personel_MDM0976,Bilişim / Finans,0.0,0.0,556,0.0,0.06
KDS0349,Personel_KDS0349,Bilişim / Finans,0.0,0.0,346,0.0,26.1
SAC0687,Personel_SAC0687,Bilişim / Finans,0.0,31.0,514,0.0,1.93
CUD0795,Personel_CUD0795,Bilişim / Finans,0.0,189.0,346,0.0,0.35
IRT0491,Personel_IRT0491,Bilişim / Finans,0.0,125.0,346,0.0,1.32
AIB0948,Personel_AIB0948,Bilişim / Finans,1290.0,1.0,502,95.0,4.1
CCM0855,Personel_CCM0855,Bilişim / Finans,0.0,109.0,358,0.0,0.02
HGH0595,Personel_HGH0595,Bilişim / Finans,0.0,0.0,692,0.0,0.04
TEM0093,Personel_TEM0093,Bilişim / Finans,0.0,59.0,247,0.0,2.47
NWK0215,Personel_NWK0215,Bilişim / Finans,0.0,247.0,556,0.0,0.01
JJH0292,Personel_JJH0292,Bilişim / Finans,0.0,12.0,386,0.0,0.92
JSH0330,Personel_JSH0330,Bilişim / Finans,0.0,8.0,692,0.0,0.22
MSD0939,Personel_MSD0939,Bilişim / Finans,0.0,33.0,346,0.0,12.23
RRP0568,Personel_RRP0568,Bilişim / Finans,3.0,215.0,516,77.0,0.0
NCK0421,Personel_NCK0421,Bilişim / Finans,0.0,0.0,547,0.0,1.96
JMH0543,Personel_JMH0543,Bilişim / Finans,0.0,17.0,360,0.0,0.19
CCC0393,Personel_CCC0393,Bilişim / Finans,0.0,41.0,692,0.0,0.19
NCE0097,Personel_NCE0097,Bilişim / Finans,0.0,51.0,346,0.0,18.95
MLG0475,Personel_MLG0475,Bilişim / Finans,0.0,6.0,531,0.0,0.52
ABH0663,Personel_ABH0663,Bilişim / Finans,0.0,23.0,346,0.0,0.23
ZCF0590,Personel_ZCF0590,Bilişim / Finans,0.0,0.0,692,0.0,0.05
TDS0984,Personel_TDS0984,Bilişim / Finans,52.0,97.0,481,176.0,0.0
GZB0469,Personel_GZB0469,Bilişim / Finans,0.0,6.0,538,0.0,0.48
NCO0666,Personel_NCO0666,Bilişim / Finans,0.0,196.0,349,0.0,0.32
BRS0734,Personel_BRS0734,Bilişim / Finans,25.0,23.0,110,101.0,0.0
KTG0091,Personel_KTG0091,Bilişim / Finans,0.0,106.0,346,0.0,4.86
PPF0435,Personel_PPF0435,Bilişim / Finans,54.0,53.0,298,0.0,99.63
BIS0247,Personel_BIS0247,Bilişim / Finans,26.0,8.0,438,28.0,94.89
KVS0425,Personel_KVS0425,Bilişim / Finans,0.0,99.0,520,0.0,0.02
MJB0588,Personel_MJB0588,Bilişim / Finans,0.0,5.0,692,0.0,0.04
MLM0950,Personel_MLM0950,Bilişim / Finans,378.0,22.0,496,154.0,0.01
FWM0707,Personel_FWM0707,Bilişim / Finans,0.0,17.0,361,0.0,0.9
KRV0372,Personel_KRV0372,Bilişim / Finans,0.0,287.0,2223,0.0,0.66
IKR0401,Personel_IKR0401,Bilişim / Finans,157.0,69.0,574,42.0,80.15
RVF0201,Personel_RVF0201,Bilişim / Finans,129.0,254.0,354,22.0,23.45
MSO0222,Personel_MSO0222,Bilişim / Finans,2.0,0.0,1507,1.0,99.17
LEM0605,Personel_LEM0605,Bilişim / Finans,0.0,214.0,346,0.0,0.18
CFG0959,Personel_CFG0959,Bilişim / Finans,0.0,16.0,384,0.0,1.05
AMJ0297,Personel_AMJ0297,Bilişim / Finans,0.0,0.0,375,0.0,0.42
BSA0431,Personel_BSA0431,Bilişim / Finans,0.0,67.0,346,0.0,4.17
HVF0067,Personel_HVF0067,Bilişim / Finans,163.0,97.0,564,133.0,0.04
IYB0918,Personel_IYB0918,Bilişim / Finans,0.0,32.0,692,0.0,0.21
IDO0176,Personel_IDO0176,Bilişim / Finans,0.0,0.0,346,0.0,0.58
AKC0924,Personel_AKC0924,Bilişim / Finans,0.0,51.0,692,0.0,0.06
KBL0260,Personel_KBL0260,Bilişim / Finans,0.0,0.0,346,0.0,0.14
BHC0665,Personel_BHC0665,Bilişim / Finans,0.0,105.0,376,0.0,0.34
HXL0968,Personel_HXL0968,Bilişim / Finans,176.0,4.0,211,28.0,99.22
CWR0502,Personel_CWR0502,Bilişim / Finans,60.0,195.0,371,43.0,1.08
MDH0686,Personel_MDH0686,Bilişim / Finans,0.0,207.0,685,0.0,0.02
SBN0866,Personel_SBN0866,Bilişim / Finans,67.0,332.0,414,330.0,0.0
TAC0300,Personel_TAC0300,Bilişim / Finans,0.0,0.0,379,0.0,0.26
CGA0629,Personel_CGA0629,Bilişim / Finans,0.0,0.0,346,0.0,0.28
JAD0609,Personel_JAD0609,Bilişim / Finans,0.0,323.0,372,0.0,0.0
HPM0986,Personel_HPM0986,Bilişim / Finans,0.0,0.0,355,0.0,2.9
TJD0996,Personel_TJD0996,Bilişim / Finans,0.0,102.0,692,0.0,0.13
BSS0463,Personel_BSS0463,Bilişim / Finans,0.0,14.0,566,0.0,0.23
HCL0113,Personel_HCL0113,Bilişim / Finans,0.0,133.0,346,0.0,1.21
RHY0079,Personel_RHY0079,Bilişim / Finans,0.0,123.0,350,0.0,0.79
GCS0571,Personel_GCS0571,Bilişim / Finans,18.0,1.0,700,37.0,4.52
IBB0696,Personel_IBB0696,Bilişim / Finans,229.0,14.0,358,67.0,20.0
KCS0173,Personel_KCS0173,Bilişim / Finans,134.0,120.0,374,13.0,80.29
RSM0277,Personel_RSM0277,Bilişim / Finans,131.0,127.0,434,30.0,59.99
ICS0956,Personel_ICS0956,Bilişim / Finans,0.0,1.0,251,0.0,0.62
WTR0563,Personel_WTR0563,Bilişim / Finans,0.0,0.0,399,0.0,2.43
FBA0348,Personel_FBA0348,Bilişim / Finans,0.0,0.0,350,0.0,34.35
HIA0414,Personel_HIA0414,Bilişim / Finans,0.0,75.0,556,0.0,0.09
AKF0709,Personel_AKF0709,Bilişim / Finans,0.0,0.0,346,0.0,0.36
EGD0132,Personel_EGD0132,Bilişim / Finans,5.0,0.0,206,22.0,96.64
IRM0931,Personel_IRM0931,Bilişim / Finans,205.0,372.0,648,122.0,0.0
QRM0739,Personel_QRM0739,Bilişim / Finans,636.0,166.0,348,467.0,0.11
VLB0647,Personel_VLB0647,Bilişim / Finans,0.0,36.0,346,0.0,0.65
CJV0286,Personel_CJV0286,Bilişim / Finans,0.0,65.0,346,0.0,2.09
LBF0214,Personel_LBF0214,Bilişim / Finans,221.0,153.0,663,83.0,0.9
SAA0999,Personel_SAA0999,Bilişim / Finans,1171.0,132.0,693,522.0,0.02
IMG0320,Personel_IMG0320,Bilişim / Finans,0.0,114.0,346,0.0,0.7
ZSB0649,Personel_ZSB0649,Bilişim / Finans,0.0,53.0,346,0.0,1.35
DAG0558,Personel_DAG0558,Bilişim / Finans,0.0,122.0,346,0.0,4.75
DMG0358,Personel_DMG0358,Bilişim / Finans,0.0,266.0,2189,0.0,29.73
MAR0955,Personel_MAR0955,Bilişim / Finans,42.0,0.0,308,8.0,99.43
EAH0466,Personel_EAH0466,Bilişim / Finans,4.0,1.0,58,24.0,90.4
ADF0397,Personel_ADF0397,Bilişim / Finans,0.0,63.0,692,0.0,0.6
CLF0852,Personel_CLF0852,Bilişim / Finans,0.0,543.0,405,0.0,0.0
HRB0351,Personel_HRB0351,Bilişim / Finans,22.0,73.0,610,156.0,0.0
TVS0050,Personel_TVS0050,Bilişim / Finans,0.0,122.0,584,0.0,0.0
CBB0365,Personel_CBB0365,Bilişim / Finans,0.0,93.0,2223,0.0,1.07
NJC0705,Personel_NJC0705,Bilişim / Finans,0.0,3.0,346,0.0,0.51
KAC0124,Personel_KAC0124,Bilişim / Finans,0.0,0.0,692,0.0,0.08
RZC0746,Personel_RZC0746,Bilişim / Finans,0.0,243.0,491,0.0,0.03
MDM0625,Personel_MDM0625,Bilişim / Finans,714.0,74.0,365,472.0,0.0
BLB0114,Personel_BLB0114,Bilişim / Finans,0.0,277.0,355,0.0,0.14
GZC0735,Personel_GZC0735,Bilişim / Finans,88.0,124.0,413,33.0,36.62
ABM0845,Personel_ABM0845,Bilişim / Finans,0.0,1.0,697,0.0,0.04
HMM0108,Personel_HMM0108,Bilişim / Finans,9.0,15.0,57,14.0,90.44
CAB0614,Personel_CAB0614,Bilişim / Finans,82.0,365.0,403,50.0,0.02
VAA0087,Personel_VAA0087,Bilişim / Finans,0.0,51.0,383,0.0,1.08
YJV0699,Personel_YJV0699,Bilişim / Finans,0.0,0.0,346,0.0,0.42
TUC0632,Personel_TUC0632,Bilişim / Finans,0.0,0.0,346,0.0,0.25
MSZ0310,Personel_MSZ0310,Bilişim / Finans,0.0,122.0,346,0.0,1.27
GNZ0953,Personel_GNZ0953,Bilişim / Finans,0.0,15.0,348,0.0,1.08
KRM0541,Personel_KRM0541,Bilişim / Finans,0.0,62.0,553,0.0,0.1
SEJ0677,Personel_SEJ0677,Bilişim / Finans,0.0,0.0,176,0.0,0.45
AKH0758,Personel_AKH0758,Bilişim / Finans,0.0,15.0,346,0.0,0.5
ACV0812,Personel_ACV0812,Bilişim / Finans,0.0,91.0,975,0.0,3.46
SNS0129,Personel_SNS0129,Bilişim / Finans,0.0,34.0,346,0.0,7.73
CJC0494,Personel_CJC0494,Bilişim / Finans,0.0,101.0,346,0.0,2.23
KWC0004,Personel_KWC0004,Bilişim / Finans,0.0,212.0,346,0.0,0.0
RBB0485,Personel_RBB0485,Bilişim / Finans,0.0,0.0,346,0.0,2.29
ERH0449,Personel_ERH0449,Bilişim / Finans,0.0,0.0,529,0.0,0.47
JGT0221,Personel_JGT0221,Bilişim / Finans,2.0,36.0,920,1.0,98.9
IUB0565,Personel_IUB0565,Bilişim / Finans,5.0,48.0,243,31.0,98.7
AKR0057,Personel_AKR0057,Bilişim / Finans,177.0,38.0,481,40.0,96.21
UAD0771,Personel_UAD0771,Bilişim / Finans,80.0,44.0,350,105.0,0.0
VIA0063,Personel_VIA0063,Bilişim / Finans,553.0,40.0,553,465.0,0.04
RNL0695,Personel_RNL0695,Bilişim / Finans,0.0,71.0,504,0.0,0.06
AHG0634,Personel_AHG0634,Bilişim / Finans,0.0,33.0,164,0.0,2.04
WVB0539,Personel_WVB0539,Bilişim / Finans,0.0,113.0,346,0.0,0.87
ESH0283,Personel_ESH0283,Bilişim / Finans,6.0,159.0,365,158.0,0.0
HKR0628,Personel_HKR0628,Bilişim / Finans,0.0,396.0,379,0.0,0.04
IJW0851,Personel_IJW0851,Bilişim / Finans,0.0,0.0,357,0.0,0.23
SHR0334,Personel_SHR0334,Bilişim / Finans,0.0,0.0,692,0.0,0.04
CLH0703,Personel_CLH0703,Bilişim / Finans,0.0,11.0,346,0.0,0.77
MSG0839,Personel_MSG0839,Bilişim / Finans,0.0,2.0,692,0.0,0.04
HCM0267,Personel_HCM0267,Bilişim / Finans,1080.0,132.0,346,488.0,0.06
LBH0942,Personel_LBH0942,Bilişim / Finans,1690.0,53.0,455,593.0,0.09
NIH0969,Personel_NIH0969,Bilişim / Finans,0.0,11.0,349,0.0,1.11
WXH0872,Personel_WXH0872,Bilişim / Finans,169.0,335.0,425,39.0,0.04
DVM0265,Personel_DVM0265,Bilişim / Finans,0.0,107.0,403,0.0,0.14
BJW0619,Personel_BJW0619,Bilişim / Finans,0.0,119.0,346,0.0,0.58
AMH0794,Personel_AMH0794,Bilişim / Finans,0.0,59.0,346,0.0,5.53
IJR0825,Personel_IJR0825,Bilişim / Finans,0.0,16.0,692,0.0,0.05
IBP0883,Personel_IBP0883,Bilişim / Finans,0.0,63.0,504,0.0,0.24
GAF0570,Personel_GAF0570,Bilişim / Finans,0.0,161.0,352,0.0,0.6
NMG0766,Personel_NMG0766,Bilişim / Finans,0.0,23.0,346,0.0,0.24
GKO0078,Personel_GKO0078,Bilişim / Finans,131.0,425.0,408,60.0,0.02
MCF0327,Personel_MCF0327,Bilişim / Finans,0.0,0.0,346,0.0,0.81
HMW0713,Personel_HMW0713,Bilişim / Finans,0.0,15.0,346,0.0,0.65
MVH0373,Personel_MVH0373,Bilişim / Finans,0.0,21.0,385,0.0,0.47
BRM0995,Personel_BRM0995,Bilişim / Finans,1779.0,163.0,390,33.0,0.0
WKD0013,Personel_WKD0013,Bilişim / Finans,0.0,117.0,439,0.0,0.0
ABN0239,Personel_ABN0239,Bilişim / Finans,0.0,55.0,553,0.0,0.1
SVL0940,Personel_SVL0940,Bilişim / Finans,0.0,120.0,346,0.0,1.91
RGN0408,Personel_RGN0408,Bilişim / Finans,0.0,105.0,527,0.0,0.19
FQA0854,Personel_FQA0854,Bilişim / Finans,0.0,373.0,366,0.0,0.0
JML0909,Personel_JML0909,Bilişim / Finans,0.0,67.0,346,0.0,1.25
WSR0241,Personel_WSR0241,Bilişim / Finans,0.0,71.0,585,0.0,0.05
ILC0838,Personel_ILC0838,Bilişim / Finans,0.0,2.0,692,0.0,0.05
LTS0860,Personel_LTS0860,Bilişim / Finans,0.0,126.0,358,0.0,1.19
CEJ0109,Personel_CEJ0109,Bilişim / Finans,21.0,0.0,318,48.0,75.05
NMS0280,Personel_NMS0280,Bilişim / Finans,7.0,102.0,449,13.0,2.2
LOF0311,Personel_LOF0311,Bilişim / Finans,0.0,106.0,346,0.0,1.67
RGH0728,Personel_RGH0728,Bilişim / Finans,0.0,92.0,281,0.0,7.64
BDV0168,Personel_BDV0168,Bilişim / Finans,32.0,55.0,175,1.0,99.9
ARL0034,Personel_ARL0034,Bilişim / Finans,0.0,65.0,346,0.0,1.03
ZKS0899,Personel_ZKS0899,Bilişim / Finans,119.0,28.0,346,448.0,0.0
FLM0213,Personel_FLM0213,Bilişim / Finans,0.0,90.0,345,0.0,1.39
DZC0228,Personel_DZC0228,Bilişim / Finans,0.0,29.0,692,0.0,1.48
CLS0296,Personel_CLS0296,Bilişim / Finans,0.0,0.0,358,0.0,0.38
LRW0970,Personel_LRW0970,Bilişim / Finans,0.0,10.0,346,0.0,0.41
SJW0451,Personel_SJW0451,Bilişim / Finans,0.0,0.0,538,0.0,0.44
EMB0531,Personel_EMB0531,Bilişim / Finans,0.0,57.0,184,0.0,4.01
JRH0455,Personel_JRH0455,Bilişim / Finans,0.0,1.0,86,0.0,0.97
BLL0929,Personel_BLL0929,Bilişim / Finans,0.0,119.0,346,0.0,4.0
EHB0420,Personel_EHB0420,Bilişim / Finans,0.0,199.0,903,0.0,0.06
LMF0980,Personel_LMF0980,Bilişim / Finans,0.0,422.0,346,0.0,0.06
NMC0486,Personel_NMC0486,Bilişim / Finans,0.0,0.0,346,0.0,1.38
WKF0012,Personel_WKF0012,Bilişim / Finans,0.0,288.0,356,0.0,0.01
MKG0711,Personel_MKG0711,Bilişim / Finans,0.0,0.0,346,0.0,0.37
ADC0391,Personel_ADC0391,Bilişim / Finans,0.0,158.0,692,0.0,0.09
SBN0495,Personel_SBN0495,Bilişim / Finans,0.0,175.0,346,0.0,0.93
AIP0982,Personel_AIP0982,Bilişim / Finans,105.0,139.0,363,347.0,0.0
KJG0910,Personel_KJG0910,Bilişim / Finans,0.0,22.0,346,0.0,0.26
DRR0242,Personel_DRR0242,Bilişim / Finans,0.0,19.0,673,0.0,0.24
CYA0506,Personel_CYA0506,Bilişim / Finans,0.0,0.0,58,0.0,0.5
KVT0028,Personel_KVT0028,Bilişim / Finans,0.0,22.0,692,0.0,0.06
PKB0429,Personel_PKB0429,Bilişim / Finans,0.0,123.0,346,0.0,6.72
BHW0458,Personel_BHW0458,Bilişim / Finans,0.0,10.0,540,0.0,0.57
KRL0501,Personel_KRL0501,Bilişim / Finans,73.0,0.0,265,33.0,99.61
BTW0005,Personel_BTW0005,Bilişim / Finans,0.0,521.0,400,0.0,0.0
QCH0110,Personel_QCH0110,Bilişim / Finans,0.0,0.0,305,0.0,0.4
MBR0724,Personel_MBR0724,Bilişim / Finans,0.0,0.0,346,0.0,0.25
CJK0200,Personel_CJK0200,Bilişim / Finans,0.0,0.0,346,0.0,0.02
NKH0979,Personel_NKH0979,Bilişim / Finans,0.0,378.0,433,0.0,0.0
CFW0264,Personel_CFW0264,Bilişim / Finans,0.0,0.0,60,0.0,0.53
HOB0994,Personel_HOB0994,Bilişim / Finans,0.0,68.0,346,0.0,0.71
PAD0773,Personel_PAD0773,Bilişim / Finans,12.0,11.0,362,154.0,0.0
ELH0960,Personel_ELH0960,Bilişim / Finans,0.0,0.0,346,0.0,0.55
JLW0053,Personel_JLW0053,Bilişim / Finans,0.0,0.0,692,0.0,0.0
DAL0673,Personel_DAL0673,Bilişim / Finans,77.0,186.0,353,22.0,27.59
ANP0555,Personel_ANP0555,Bilişim / Finans,0.0,0.0,544,0.0,1.36
ASG0048,Personel_ASG0048,Bilişim / Finans,0.0,372.0,346,0.0,0.04
IJM0444,Personel_IJM0444,Bilişim / Finans,83.0,116.0,407,116.0,0.03
NSS0876,Personel_NSS0876,Bilişim / Finans,0.0,0.0,353,0.0,22.83
ENC0234,Personel_ENC0234,Bilişim / Finans,0.0,15.0,526,0.0,0.18
NHH0185,Personel_NHH0185,Bilişim / Finans,0.0,8.0,704,0.0,0.06
